# ::id 457001
# ::tok On August 13 , 1993 , Jennings and Kati Marton publicly announced their separation in Newsday .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.2 4-1.1.1.2 6-1.1.2.1 7-1.1.2.2 8-1.1.2.3 9-1.1.2.3 10-1.1.3 11-1.1.4 12-1.1.5.1 13-1.1.5.2 14-1.1.6.1 15-1.1.6.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :D (v3 / label
                  :R (v9 / label~e.0)
                  :C (v10 / label~e.1,2,4))
           :A (v4 / label
                  :C (v11 / label~e.6)
                  :N (v12 / label~e.7)
                  :C (v13 / label~e.8,9))
           :D (v5 / label~e.10)
           :P (v6 / label~e.11)
           :A (v7 / label
                  :E (v14 / label~e.12)
                  :C (v15 / label~e.13))
           :A (v8 / label
                  :R (v16 / label~e.14)
                  :C (v17 / label~e.15))))
