# ::id 454014
# ::tok Rather had already been elevated to anchor in 1981 after the retirement of Walter Cronkite , and Brokaw of NBC Nightly News was set to become sole anchor the same day as Jennings .
# ::alignments 0-1.1.1 2-1.1.3 4-1.1.5 6-1.1.7 7-1.1.8.1 8-1.1.8.2 9-1.2 10-1.3.1.1 11-1.3.1.2 12-1.3.2.1 13-1.3.2.2 14-1.3.2.2 16-1.4 17-1.5.1.1 18-1.5.1.2.1 19-1.5.1.2.2 20-1.5.1.2.3 21-1.5.1.2.4 23-1.5.3 25-1.5.5 26-1.5.6.1 27-1.5.6.2 28-1.5.7.1 29-1.5.7.2 30-1.5.7.3 31-1.5.7.4.1 32-1.5.7.4.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v7 / label~e.0)
           :D (v8 / label~e.2)
           :D (v9 / label~e.4)
           :P (v10 / label~e.6)
           :D (v11 / label
                   :R (v19 / label~e.7)
                   :C (v20 / label~e.8)))
    :L (v3 / label~e.9)
    :H (v4 / label
           :P (v12 / label
                   :E (v21 / label~e.10)
                   :C (v22 / label~e.11))
           :A (v13 / label
                   :R (v23 / label~e.12)
                   :C (v24 / label~e.13,14)))
    :L (v5 / label~e.16)
    :H (v6 / label
           :A (v14 / label
                   :C (v25 / label~e.17)
                   :E (v26 / label
                           :R (v33 / label~e.18)
                           :E (v34 / label~e.19)
                           :E (v35 / label~e.20)
                           :C (v36 / label~e.21)))
           :D (v15 / label~e.23)
           :S (v16 / label~e.25)
           :A (v17 / label
                   :E (v27 / label~e.26)
                   :C (v28 / label~e.27))
           :D (v18 / label
                   :E (v29 / label~e.28)
                   :E (v30 / label~e.29)
                   :C (v31 / label~e.30)
                   :E (v32 / label
                           :R (v37 / label~e.31)
                           :C (v38 / label~e.32)))))
