# ::id 616011
# ::tok The 70 - painting show featured portraits of Lennon , Andy Warhol and David Bowie .
# ::alignments 0-1.1.1.2.1 1-1.1.1.2.2.1 3-1.1.1.2.2.3 4-1.1.1.2.3 5-1.1.2 6-1.1.3.1 7-1.1.3.2.2 8-1.1.3.2.1.1 10-1.1.3.2.1.2 11-1.1.3.2.1.2 12-1.1.3.2.1.3 13-1.1.3.2.1.4 14-1.1.3.2.1.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :A (v6 / label)
                  :P (v7 / label
                         :E (v10 / label~e.0)
                         :E (v11 / label
                                 :E (v15 / label~e.1)
                                 :C (v16 / label~e.3))
                         :C (v12 / label~e.4)))
           :P (v4 / label~e.5)
           :A (v5 / label
                  :C (v8 / label~e.6)
                  :E (v9 / label
                         :C (v13 / label
                                 :C (v17 / label~e.8)
                                 :C (v18 / label~e.10,11)
                                 :N (v19 / label~e.12)
                                 :C (v20 / label~e.13,14))
                         :R (v14 / label~e.7)))))
