# ::id 452012
# ::tok The documentary established Jennings as Sadat 's favorite correspondent .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.2 3-1.1.3 4-1.1.4.4 5-1.1.4.5.1 6-1.1.4.5.2 7-1.1.4.1 8-1.1.4.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :E (v7 / label~e.0)
                  :C (v8 / label~e.1))
           :S (v4 / label~e.2)
           :A (v5 / label~e.3)
           :A (v6 / label
                  :E (v9 / label~e.7)
                  :C (v10 / label~e.8)
                  :R (v11 / label~e.4)
                  :E (v12 / label
                          :C (v13 / label~e.5)
                          :R (v14 / label~e.6)))))
