# ::id 509011
# ::tok Bowie and Visconti continued their collaboration , producing a new album of completely original songs instead : the result of the sessions was the 2002 album Heathen .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 3-1.1.2 4-1.1.3.1 5-1.2.4 7-1.2.1 8-1.2.2.1 9-1.2.2.2 10-1.2.2.3 11-1.2.2.4.1 12-1.2.2.4.2 13-1.2.2.4.3 14-1.2.2.4.4 15-1.2.3 17-1.3.1.1 18-1.3.1.2 19-1.3.1.3.1 20-1.3.1.3.2 21-1.3.1.3.3 22-1.3.2 23-1.3.3.1.1 24-1.3.3.1.2 25-1.3.3.2 26-1.3.3.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label
                  :C (v15 / label~e.0)
                  :N (v16 / label~e.1)
                  :C (v17 / label~e.2))
           :P (v6 / label~e.3)
           :A (v7 / label
                  :A (v18 / label~e.4)
                  :P (v11 / label~e.5)))
    :H (v3 / label
           :P (v8 / label~e.7)
           :A (v9 / label
                  :E (v19 / label~e.8)
                  :E (v20 / label~e.9)
                  :C (v21 / label~e.10)
                  :E (v22 / label
                          :R (v29 / label~e.11)
                          :E (v30 / label~e.12)
                          :E (v31 / label~e.13)
                          :C (v32 / label~e.14)))
           :D (v10 / label~e.15)
           :A v11)
    :H (v4 / label
           :A (v12 / label
                   :E (v23 / label~e.17)
                   :C (v24 / label~e.18)
                   :E (v25 / label
                           :R (v33 / label~e.19)
                           :E (v34 / label~e.20)
                           :C (v35 / label~e.21)))
           :S (v13 / label~e.22)
           :A (v14 / label
                   :E (v26 / label
                           :E (v36 / label~e.23)
                           :C (v37 / label~e.24))
                   :E (v27 / label~e.25)
                   :C (v28 / label~e.26))))
