# ::id 644010
# ::tok During a car journey to visit Cynthia and Julian during Lennon 's divorce , McCartney composed a song , " Hey Jules " , to comfort him .
# ::alignments 0-1.1 1-1.2.1.1 2-1.2.1.2 3-1.2.2 5-1.2.3.2 6-1.2.3.3.1 7-1.2.3.3.2 8-1.2.3.3.3 9-1.3 10-1.4.1.1 11-1.4.1.2 12-1.4.2 14-1.5.1 15-1.5.2 16-1.5.3.1.1 17-1.5.3.1.2 20-1.5.3.2 21-1.5.3.2 24-1.6 25-1.7.1 26-1.7.2
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v9 / label
                  :E (v19 / label~e.1)
                  :C (v20 / label~e.2))
           :P (v10 / label~e.3)
           :A (v11 / label
                   :P (v21 / label~e.5)
                   :A (v22 / label
                           :C (v27 / label~e.6)
                           :N (v28 / label~e.7)
                           :C (v29 / label~e.8))))
    :L (v4 / label~e.9)
    :H (v5 / label
           :A (v12 / label
                   :C (v23 / label~e.10)
                   :R (v24 / label~e.11))
           :P (v13 / label~e.12))
    :H (v6 / label
           :A (v14 / label~e.14)
           :P (v15 / label~e.15)
           :A (v16 / label
                   :E (v25 / label
                           :E (v30 / label~e.16)
                           :C (v31 / label~e.17))
                   :C (v26 / label~e.20,21)))
    :L (v7 / label~e.24)
    :H (v8 / label
           :P (v17 / label~e.25)
           :A (v18 / label~e.26)
           :A v14))
