# ::id 225001
# ::tok He was instrumental in launching Chan 's international career , beginning with his first forays into the American film industry in the 1980s .
# ::alignments 0-1.1.1 2-1.1.3 3-1.1.4.1 4-1.1.4.2 5-1.1.4.3.1.1 6-1.1.4.3.1.2 7-1.1.4.3.2 8-1.1.4.3.3 10-1.2.1 11-1.2.2 12-1.3.3 13-1.3.4 14-1.3.5 15-1.3.1.1 16-1.3.1.2 17-1.3.1.3 18-1.3.1.4 19-1.3.1.5 20-1.3.2.1 21-1.3.2.2 22-1.3.2.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label~e.0)
           :P (v6 / label~e.2)
           :A (v7 / label
                  :R (v15 / label~e.3)
                  :P (v16 / label~e.4)
                  :A (v17 / label
                          :E (v26 / label
                                  :C (v29 / label~e.5)
                                  :R (v30 / label~e.6))
                          :E (v27 / label~e.7)
                          :C (v28 / label~e.8))))
    :L (v3 / label
           :C (v8 / label~e.10)
           :R (v9 / label~e.11))
    :H (v4 / label
           :A (v10 / label
                   :R (v18 / label~e.15)
                   :E (v19 / label~e.16)
                   :E (v20 / label~e.17)
                   :R (v21 / label~e.18)
                   :C (v22 / label~e.19))
           :D (v11 / label
                   :R (v23 / label~e.20)
                   :E (v24 / label~e.21)
                   :C (v25 / label~e.22))
           :A (v12 / label~e.12)
           :D (v13 / label~e.13)
           :P (v14 / label~e.14)))
