# ::id 454011
# ::tok On August 9 , 1983 , ABC announced that Jennings had signed a four - year contract with the network and would become the sole anchor and senior editor for World News Tonight on September 5 .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.2 4-1.1.1.2 6-1.1.3 7-1.1.4 8-1.1.5.3.1 9-1.1.5.2.5 11-1.1.5.3.4 12-1.1.5.3.5.1 13-1.1.5.3.5.2.1 15-1.1.5.3.5.2.2 16-1.1.5.3.5.3 17-1.1.5.3.5.4.1 18-1.1.5.3.5.4.2 19-1.1.5.3.5.4.3 20-1.1.5.1 22-1.1.5.2.1.2 23-1.1.5.2.2.1 24-1.1.5.2.2.2 25-1.1.5.2.2.3.1 26-1.1.5.2.2.3.2 27-1.1.5.2.2.3.3.1 28-1.1.5.2.2.3.3.2 29-1.1.5.2.3.1 30-1.1.5.2.3.2 31-1.1.5.2.3.2 32-1.1.5.2.3.2 33-1.1.5.2.4.1 34-1.1.5.2.4.2 35-1.1.5.2.4.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :D (v3 / label
                  :R (v7 / label~e.0)
                  :C (v8 / label~e.1,2,4))
           :A (v4 / label~e.6)
           :P (v5 / label~e.7)
           :A (v6 / label
                  :L (v9 / label~e.20)
                  :H (v10 / label
                          :S (v12 / label
                                  :C (v20 / label~e.22))
                          :A (v13 / label
                                  :E (v21 / label~e.23)
                                  :E (v22 / label~e.24)
                                  :C (v23 / label
                                          :C (v32 / label~e.25)
                                          :N (v33 / label~e.26)
                                          :C (v34 / label
                                                  :E (v40 / label~e.27)
                                                  :C (v41 / label~e.28))))
                          :A (v14 / label
                                  :R (v24 / label~e.29)
                                  :C (v25 / label~e.30,31,32))
                          :D (v15 / label
                                  :R (v26 / label~e.33)
                                  :C (v27 / label~e.34,35))
                          :A (v16 / label~e.9))
                  :H (v11 / label
                          :R (v17 / label~e.8)
                          :A v16
                          :P (v18 / label~e.11)
                          :A (v19 / label
                                  :E (v28 / label~e.12)
                                  :E (v29 / label
                                          :E (v35 / label~e.13)
                                          :C (v36 / label~e.15))
                                  :C (v30 / label~e.16)
                                  :E (v31 / label
                                          :R (v37 / label~e.17)
                                          :E (v38 / label~e.18)
                                          :C (v39 / label~e.19)))))))
