# ::id 472007
# ::tok Despite two triple - doubles from Johnson during the series , finals MVP Jordan led his team to a 4 - 1 win .
# ::alignments 0-1.1 1-1.2.2.1 2-1.2.2.2 4-1.2.2.2 5-1.2.3.1 6-1.2.3.2 7-1.2.4.1 8-1.2.4.2 9-1.2.4.3 11-1.3.2.1.1 12-1.3.2.1.2 13-1.3.2.2 14-1.3.3 15-1.3.4.1 16-1.3.4.2 17-1.3.1.1 18-1.3.1.2.1 19-1.3.1.2.2 21-1.3.1.2.2 22-1.3.1.3
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :P (v5 / label)
           :A (v6 / label
                  :E (v13 / label~e.1)
                  :C (v14 / label~e.2,4))
           :A (v7 / label
                  :R (v15 / label~e.5)
                  :C (v16 / label~e.6))
           :D (v8 / label
                  :R (v17 / label~e.7)
                  :E (v18 / label~e.8)
                  :C (v19 / label~e.9)))
    :H (v4 / label
           :A (v9 / label
                  :R (v20 / label~e.17)
                  :E (v21 / label
                          :E (v27 / label~e.18)
                          :C (v28 / label~e.19,21))
                  :C (v22 / label~e.22))
           :A (v10 / label
                   :E (v23 / label
                           :E (v29 / label~e.11)
                           :C (v30 / label~e.12))
                   :C (v24 / label~e.13))
           :P (v11 / label~e.14)
           :A (v12 / label
                   :E (v25 / label~e.15)
                   :C (v26 / label~e.16))))
