# ::id 20008
# ::tok He loved films \u2014 " a portal into different worlds for me " \u2014 and , since films were not made in Missouri , he decided to go to where they were made .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3.1 5-1.1.3.2.1 6-1.1.3.2.2 7-1.1.3.2.3.1 8-1.1.3.2.3.2 9-1.1.3.2.3.3 10-1.1.3.2.4.1 11-1.1.3.2.4.2 14-1.2 16-1.3 17-1.4.1 19-1.4.3 20-1.4.4 21-1.4.5.1 22-1.4.5.2 24-1.5.1 25-1.5.2 27-1.5.3.3 28-1.5.3.4.1 29-1.5.3.4.2.1 30-1.5.3.4.2.2 32-1.5.3.4.2.4
(v1 / label
    :H (v2 / label
           :A (v7 / label~e.0)
           :P (v8 / label~e.1)
           :A (v9 / label
                  :C (v17 / label~e.2)
                  :E (v18 / label
                          :E (v23 / label~e.5)
                          :C (v24 / label~e.6)
                          :E (v25 / label
                                  :R (v29 / label~e.7)
                                  :E (v30 / label~e.8)
                                  :C (v31 / label~e.9))
                          :E (v26 / label
                                  :R (v32 / label~e.10)
                                  :C (v33 / label~e.11)))))
    :L (v3 / label~e.14)
    :L (v4 / label~e.16)
    :H (v5 / label
           :A (v10 / label~e.17)
           :D (v11 / label~e.19)
           :P (v12 / label~e.20)
           :A (v13 / label
                   :R (v19 / label~e.21)
                   :C (v20 / label~e.22)))
    :H (v6 / label
           :A (v14 / label~e.24)
           :P (v15 / label~e.25)
           :A (v16 / label
                   :A v14
                   :P (v21 / label~e.27)
                   :A (v22 / label
                           :R (v27 / label~e.28)
                           :C (v28 / label
                                   :A (v34 / label~e.29)
                                   :A (v35 / label~e.30)
                                   :P (v36 / label~e.32))))))
