# ::id 539002
# ::tok That same year , Jack Warner acquired a job as a film splicer in New York , where he assisted brother Sam with the production of the film Dante 's Inferno .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 4-1.1.2 5-1.1.2 6-1.1.4 7-1.1.3.1 8-1.1.3.2 9-1.1.5.1 10-1.1.5.2 11-1.1.5.3 12-1.1.5.4 13-1.1.6.1 14-1.1.6.2 15-1.1.6.2 17-1.2 18-1.3.1 19-1.3.2 20-1.3.3.1 21-1.3.3.2 22-1.3.4.1 23-1.3.4.2.2.1 24-1.3.4.2.2.2 25-1.3.4.2.3.1 26-1.3.4.2.3.2.1 27-1.3.4.2.3.2.2 28-1.3.4.2.3.3 29-1.3.4.2.3.3 30-1.3.4.2.3.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :D (v5 / label
                  :E (v15 / label~e.0)
                  :E (v16 / label~e.1)
                  :C (v17 / label~e.2))
           :A (v6 / label~e.4,5)
           :P (v7 / label
                  :E (v18 / label~e.7)
                  :C (v19 / label~e.8))
           :D (v8 / label~e.6)
           :A (v9 / label
                  :R (v20 / label~e.9)
                  :E (v21 / label~e.10)
                  :E (v22 / label~e.11)
                  :C (v23 / label~e.12))
           :A (v10 / label
                   :R (v24 / label~e.13)
                   :C (v25 / label~e.14,15)))
    :L (v3 / label~e.17)
    :H (v4 / label
           :A (v11 / label~e.18)
           :P (v12 / label~e.19)
           :A (v13 / label
                   :E (v26 / label~e.20)
                   :C (v27 / label~e.21))
           :A (v14 / label
                   :R (v28 / label~e.22)
                   :C (v29 / label
                           :A v11
                           :P (v30 / label
                                   :E (v32 / label~e.23)
                                   :C (v33 / label~e.24))
                           :A (v31 / label
                                   :R (v34 / label~e.25)
                                   :E (v35 / label
                                           :E (v37 / label~e.26)
                                           :C (v38 / label~e.27))
                                   :C (v36 / label~e.28,29,30))))))
