# ::id 149008
# ::tok In the winter of 1996 she was hospitalized with pneumonia .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 3-1.1.1.4.1 4-1.1.1.4.2 5-1.1.2 7-1.1.4 8-1.1.5.1 9-1.1.5.2
(v1 / label
    :H (v2 / label
           :D (v3 / label
                  :R (v7 / label~e.0)
                  :E (v8 / label~e.1)
                  :C (v9 / label~e.2)
                  :E (v10 / label
                          :R (v13 / label~e.3)
                          :C (v14 / label~e.4)))
           :A (v4 / label~e.5)
           :P (v5 / label~e.7)
           :A (v6 / label
                  :R (v11 / label~e.8)
                  :C (v12 / label~e.9))))
