# ::id 702001
# ::tok Despite the film 's failure at the box office , the song " Knockin ' on Heaven 's Door " has proven its durability as one of Dylan 's most extensively covered songs .
# ::alignments 0-1.1 1-1.2.1.1 2-1.2.1.2 3-1.2.1.3 4-1.2.2 5-1.2.3.1 6-1.2.3.2 7-1.2.3.3 8-1.2.3.3 10-1.3.4.1.1 11-1.3.4.1.2 13-1.3.4.2 15-1.3.4.2 16-1.3.4.2 17-1.3.4.2 18-1.3.4.2 21-1.3.6 22-1.3.1.1 23-1.3.1.2 24-1.3.2.1 25-1.3.2.2 26-1.3.2.3 27-1.3.2.5.2 28-1.3.2.5.3 29-1.3.2.6.2.1 30-1.3.2.6.2.2 31-1.3.2.6.3 32-1.3.2.4
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v5 / label
                  :E (v12 / label~e.1)
                  :C (v13 / label~e.2)
                  :R (v14 / label~e.3))
           :P (v6 / label~e.4)
           :A (v7 / label
                  :R (v15 / label~e.5)
                  :E (v16 / label~e.6)
                  :C (v17 / label~e.7,8)))
    :H (v4 / label
           :S (v8 / label
                  :E (v18 / label~e.22)
                  :C (v19 / label~e.23))
           :A (v9 / label
                  :R (v20 / label~e.24)
                  :Q (v21 / label~e.25)
                  :R (v22 / label~e.26)
                  :C (v23 / label~e.32)
                  :E (v24 / label
                          :A v23
                          :A (v28 / label~e.27)
                          :S (v29 / label~e.28))
                  :E (v25 / label
                          :A v23
                          :D (v30 / label
                                  :E (v34 / label~e.29)
                                  :C (v35 / label~e.30))
                          :P (v31 / label~e.31)))
           :A (v10 / label
                   :E (v26 / label
                           :E (v32 / label~e.10)
                           :C (v33 / label~e.11))
                   :C (v27 / label~e.13,15,16,17,18))
           :D (v11 / label~e.21)))
