# ::id 519003
# ::tok She was nominated for the Academy Award for Best Actress for her role in the remake of A Star is Born and for the Best Supporting Actress for her performance in the 1961 film Judgment at Nuremberg .
# ::alignments 0-1.1.1 2-1.3.2 3-1.1.3.1 4-1.1.3.2 5-1.1.3.3 6-1.1.3.4 7-1.1.3.5.1 8-1.1.3.5.2 9-1.1.3.5.3 10-1.1.4.1 11-1.1.4.2 12-1.1.4.3 13-1.1.4.4.1 14-1.1.4.4.2 15-1.1.4.4.3.1 16-1.1.4.4.3.2 17-1.1.4.4.4 18-1.1.4.4.4 19-1.1.4.4.4 20-1.1.4.4.4 21-1.2 22-1.3.3.1 23-1.3.3.2 24-1.3.3.3 25-1.3.3.4 26-1.3.3.5 27-1.3.4.3 28-1.3.4.4 29-1.3.4.1 30-1.3.4.2.1 31-1.3.4.2.2 32-1.3.4.2.3.1 33-1.3.4.2.3.2 34-1.3.4.2.4 35-1.3.4.2.4 36-1.3.4.2.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label~e.0)
           :P (v6 / label
                  :C (v9 / label~e.2))
           :A (v7 / label
                  :R (v12 / label~e.3)
                  :E (v13 / label~e.4)
                  :E (v14 / label~e.5)
                  :C (v15 / label~e.6)
                  :E (v16 / label
                          :R (v30 / label~e.7)
                          :E (v31 / label~e.8)
                          :C (v32 / label~e.9)))
           :A (v8 / label
                  :R (v17 / label~e.10)
                  :E (v18 / label~e.11)
                  :C (v19 / label~e.12)
                  :E (v20 / label
                          :R (v33 / label~e.13)
                          :E (v34 / label~e.14)
                          :E (v35 / label
                                  :C (v41 / label~e.15)
                                  :R (v42 / label~e.16))
                          :C (v36 / label~e.17,18,19,20))))
    :L (v3 / label~e.21)
    :H (v4 / label
           :A v5
           :P v9
           :A (v10 / label
                   :R (v21 / label~e.22)
                   :E (v22 / label~e.23)
                   :E (v23 / label~e.24)
                   :E (v24 / label~e.25)
                   :C (v25 / label~e.26))
           :A (v11 / label
                   :P (v26 / label~e.29)
                   :A (v27 / label
                           :R (v37 / label~e.30)
                           :E (v38 / label~e.31)
                           :E (v39 / label
                                   :E (v43 / label~e.32)
                                   :C (v44 / label~e.33))
                           :C (v40 / label~e.34,35,36))
                   :R (v28 / label~e.27)
                   :A (v29 / label~e.28))))
