# ::id 377000
# ::tok As a child , Gyllenhaal was regularly exposed to filmmaking due to his family 's deep ties to the industry .
# ::alignments 0-1.1 1-1.2.2.1 2-1.2.2.2 4-1.2.1 6-1.3.3 7-1.3.4 8-1.3.5.1 9-1.3.5.2 10-1.4 11-1.4 12-1.5.2.1 13-1.5.2.2 14-1.5.2.3 15-1.5.3.1 16-1.5.3.2 17-1.5.1.1 18-1.5.1.2 19-1.5.1.3
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v7 / label~e.4)
           :S (v8 / label
                  :E (v15 / label~e.1)
                  :C (v16 / label~e.2)))
    :H (v4 / label
           :A v7
           :D (v9 / label~e.6)
           :P (v10 / label~e.7)
           :A (v11 / label
                   :R (v17 / label~e.8)
                   :C (v18 / label~e.9)))
    :L (v5 / label~e.10,11)
    :H (v6 / label
           :A (v12 / label
                   :R (v19 / label~e.17)
                   :E (v20 / label~e.18)
                   :C (v21 / label~e.19))
           :A (v13 / label
                   :E (v22 / label~e.12)
                   :C (v23 / label~e.13)
                   :R (v24 / label~e.14))
           :P (v14 / label
                   :E (v25 / label~e.15)
                   :C (v26 / label~e.16))))
