# ::id 380008
# ::tok It means I can play more kinds of roles .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3.1 3-1.1.3.2 4-1.1.3.3 5-1.1.3.4.1.1 6-1.1.3.4.1.2 7-1.1.3.4.1.3 8-1.1.3.4.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label~e.0)
           :P (v4 / label~e.1)
           :A (v5 / label
                  :A (v6 / label~e.2)
                  :D (v7 / label~e.3)
                  :P (v8 / label~e.4)
                  :A (v9 / label
                         :E (v10 / label
                                 :E (v12 / label~e.5)
                                 :C (v13 / label~e.6)
                                 :R (v14 / label~e.7))
                         :C (v11 / label~e.8)))))
