# ::id 1021004
# ::tok Younger brother Randy formally joined the band around this time , while Jermaine chose to stay with Motown and pursue a solo career .
# ::alignments 0-1.1.1.1.1 1-1.1.1.1.2 2-1.1.1.2 3-1.1.2 4-1.1.3 5-1.1.4.1 6-1.1.4.2 7-1.1.5.1 8-1.1.5.2 9-1.1.5.3 11-1.2 12-1.3.1 13-1.3.2 15-1.3.3.3 16-1.3.3.4.1 17-1.3.3.4.2 18-1.4 19-1.5.1 20-1.5.2.1 21-1.5.2.2 22-1.5.2.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v7 / label
                  :E (v17 / label
                          :E (v29 / label~e.0)
                          :C (v30 / label~e.1))
                  :C (v18 / label~e.2))
           :D (v8 / label~e.3)
           :P (v9 / label~e.4)
           :A (v10 / label
                   :E (v19 / label~e.5)
                   :C (v20 / label~e.6))
           :D (v11 / label
                   :R (v21 / label~e.7)
                   :E (v22 / label~e.8)
                   :C (v23 / label~e.9)))
    :L (v3 / label~e.11)
    :H (v4 / label
           :A (v12 / label~e.12)
           :P (v13 / label~e.13)
           :A (v14 / label
                   :A v12
                   :P (v24 / label~e.15)
                   :A (v25 / label
                           :R (v31 / label~e.16)
                           :C (v32 / label~e.17))))
    :L (v5 / label~e.18)
    :H (v6 / label
           :P (v15 / label~e.19)
           :A (v16 / label
                   :E (v26 / label~e.20)
                   :E (v27 / label~e.21)
                   :C (v28 / label~e.22))
           :A v12))
