# ::id 592010
# ::tok Although Depp has not remarried , he has stated that having children has given him " real foundation , a real strong place to stand in life , in work , in everything .
# ::alignments 0-1.1 1-1.2.1 3-1.2.3 4-1.2.4 6-1.3.1 8-1.3.3 10-1.3.4.2.2 11-1.3.4.2.3 13-1.3.4.4 14-1.3.4.5 16-1.3.4.6.2.1 17-1.3.4.6.2.2 19-1.3.4.6.3.1.1 20-1.3.4.6.3.1.2 21-1.3.4.6.3.1.3 22-1.3.4.6.3.1.4 24-1.3.4.6.3.3 25-1.3.4.6.3.4.1.1 26-1.3.4.6.3.4.1.2 28-1.3.4.6.3.4.2.1 29-1.3.4.6.3.4.2.2 31-1.3.4.6.3.4.3.1 32-1.3.4.6.3.4.3.2
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v5 / label~e.1)
           :D (v6 / label~e.3)
           :P (v7 / label~e.4))
    :H (v4 / label
           :A (v8 / label~e.6)
           :P (v9 / label~e.8)
           :A (v10 / label
                   :A (v11 / label
                           :A v8
                           :P (v15 / label~e.10)
                           :A (v16 / label~e.11))
                   :P (v12 / label~e.13)
                   :A (v13 / label~e.14)
                   :A (v14 / label
                           :N (v17 / label)
                           :C (v18 / label
                                   :E (v20 / label~e.16)
                                   :C (v21 / label~e.17))
                           :C (v19 / label
                                   :A (v22 / label
                                           :E (v25 / label~e.19)
                                           :E (v26 / label~e.20)
                                           :E (v27 / label~e.21)
                                           :C (v28 / label~e.22))
                                   :P (v23 / label~e.24)
                                   :A (v24 / label
                                           :C (v29 / label
                                                   :R (v32 / label~e.25)
                                                   :C (v33 / label~e.26))
                                           :C (v30 / label
                                                   :R (v34 / label~e.28)
                                                   :C (v35 / label~e.29))
                                           :C (v31 / label
                                                   :R (v36 / label~e.31)
                                                   :C (v37 / label~e.32))))))))
