# ::id 461001
# ::tok I think that 9 / 11 and the subsequent travel I did in the country afterwards made me feel connected in new ways , " he said . " And when we were working on the America project I spent a lot of time on the road , which meant away from my editor 's desk , and I just got much more connected to the Founding Fathers ' dreams and ideas for the future . "
# ::alignments 0-1.1.5.2.1 1-1.1.5.2.2 3-1.1.5.2.3.2.1.2 5-1.1.5.2.3.2.1.2 6-1.1.5.2.3.2.2 7-1.1.5.2.3.2.3.1 8-1.1.5.2.3.2.3.2 9-1.1.5.2.3.2.3.3 10-1.1.5.2.3.2.3.4.2 11-1.1.5.2.3.2.3.4.3 12-1.1.5.2.3.2.3.4.4.3 13-1.1.5.2.3.2.3.4.4.1 14-1.1.5.2.3.2.3.4.4.2 15-1.1.5.2.3.2.3.4.5 17-1.1.5.2.3.4 18-1.1.5.2.3.3.2 19-1.1.5.2.3.3.3 20-1.1.5.2.3.5.1 21-1.1.5.2.3.5.2 22-1.1.5.2.3.5.3 25-1.1.6 26-1.1.7 29-1.1.5.3.1 30-1.1.5.3.2 31-1.1.5.4.1 33-1.1.5.4.3 34-1.1.5.4.4.1 35-1.1.5.4.4.2 36-1.1.5.4.4.3 37-1.1.5.4.4.4 38-1.1.5.5.1 39-1.1.5.5.2 40-1.1.5.5.3.2.1 41-1.1.5.5.3.2.1 42-1.1.5.5.3.2.2 43-1.1.5.5.3.3 44-1.1.5.5.3.4.1 45-1.1.5.5.3.4.2 46-1.1.5.5.3.4.3 49-1.1.5.5.3.5.2 50-1.1.5.5.3.5.3.1 51-1.1.5.5.3.5.3.2 52-1.1.5.5.3.5.3.3 53-1.1.5.5.3.5.3.4.1 54-1.1.5.5.3.5.3.4.2 55-1.1.5.5.3.5.3.5 57-1.1.5.6 58-1.1.5.7.1 59-1.1.5.7.2 60-1.1.5.7.3 61-1.1.5.7.4.1 62-1.1.5.7.4.2 63-1.1.5.7.5 64-1.1.5.7.6.2 65-1.1.5.7.6.3 66-1.1.5.7.6.4.1 67-1.1.5.7.6.4.2 69-1.1.5.7.6.5.1 70-1.1.5.7.6.5.2 71-1.1.5.7.6.5.3 72-1.1.5.7.6.6.3 73-1.1.5.7.6.6.4 74-1.1.5.7.6.6.5
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :H (v6 / label
                         :A (v12 / label~e.0)
                         :P (v13 / label~e.1)
                         :A (v14 / label
                                 :A (v29 / label
                                         :C (v48 / label
                                                 :P (v71 / label)
                                                 :A (v72 / label~e.3,5))
                                         :N (v49 / label~e.6)
                                         :C (v50 / label
                                                 :E (v73 / label~e.7)
                                                 :E (v74 / label~e.8)
                                                 :C (v75 / label~e.9)
                                                 :E (v76 / label
                                                         :A v75
                                                         :A (v82 / label~e.10)
                                                         :P (v83 / label~e.11)
                                                         :A (v84 / label
                                                                 :E (v88 / label~e.13)
                                                                 :C (v89 / label~e.14)
                                                                 :R (v90 / label~e.12))
                                                         :D (v85 / label~e.15))))
                                 :S (v30 / label
                                         :C (v51 / label~e.18)
                                         :D (v52 / label~e.19))
                                 :A (v31 / label~e.17)
                                 :D (v32 / label
                                         :R (v53 / label~e.20)
                                         :E (v54 / label~e.21)
                                         :C (v55 / label~e.22))))
                  :L (v7 / label
                         :E (v15 / label~e.29)
                         :C (v16 / label~e.30))
                  :H (v8 / label
                         :A (v17 / label~e.31)
                         :P (v18 / label~e.33)
                         :A (v19 / label
                                 :R (v33 / label~e.34)
                                 :E (v34 / label~e.35)
                                 :E (v35 / label~e.36)
                                 :C (v36 / label~e.37)))
                  :H (v9 / label
                         :A (v20 / label~e.38)
                         :S (v21 / label~e.39)
                         :A (v22 / label
                                 :E (v37 / label
                                         :C (v56 / label~e.40,41)
                                         :R (v57 / label~e.42))
                                 :C (v38 / label~e.43)
                                 :E (v39 / label
                                         :R (v58 / label~e.44)
                                         :E (v59 / label~e.45)
                                         :C (v60 / label~e.46))
                                 :E (v40 / label
                                         :S (v61 / label~e.49)
                                         :A (v62 / label
                                                 :R (v77 / label~e.50)
                                                 :R (v78 / label~e.51)
                                                 :E (v79 / label~e.52)
                                                 :E (v80 / label
                                                         :C (v86 / label~e.53)
                                                         :R (v87 / label~e.54))
                                                 :C (v81 / label~e.55)))))
                  :L (v10 / label~e.57)
                  :H (v11 / label
                          :A (v23 / label~e.58)
                          :D (v24 / label~e.59)
                          :D (v25 / label~e.60)
                          :D (v26 / label
                                  :E (v41 / label~e.61)
                                  :C (v42 / label~e.62))
                          :S (v27 / label~e.63)
                          :A (v28 / label
                                  :R (v43 / label~e.64)
                                  :E (v44 / label~e.65)
                                  :E (v45 / label
                                          :E (v63 / label~e.66)
                                          :C (v64 / label~e.67))
                                  :C (v46 / label
                                          :C (v65 / label~e.69)
                                          :N (v66 / label~e.70)
                                          :C (v67 / label~e.71))
                                  :E (v47 / label
                                          :R (v68 / label~e.72)
                                          :E (v69 / label~e.73)
                                          :C (v70 / label~e.74)))))
           :A (v4 / label~e.25)
           :P (v5 / label~e.26)))
